0xd944, 0x18bc
0xdb8c, 0xbb81
0x48cb, 0xea22
0xe9f7, 0xe4be
0xa67d, 0x27a3
0xb2a3, 0x8a39
0x4c32, 0xda47
0xf971, 0x4b4d
0xfff, 0xb783
0x708a, 0x7764
0x6460, 0x6163
0xf9bb, 0xf99b
0x9090, 0xd8ce
0xd236, 0x51bf
0xab67, 0x47eb
0xbde2, 0xf834
0x67c5, 0xd6c1
0x79d6, 0x2465
0xd9b3, 0xd8b3
0x507c, 0x6af4
0xeb04, 0x7486
0xac17, 0x5eea
0x8f83, 0x1937
0x2394, 0x4310
0xa4d4, 0x69a6
0x68b9, 0x4e61
0x9ed5, 0x9e07
0x1ce, 0x23d
0xd0e7, 0xbefc
0xc9f1, 0x3dc6
0x9ab9, 0x5eba
0x64d4, 0xe473
0xccc8, 0x87a6
0x3e82, 0x8cff
0xcf93, 0xdf5
0x12fb, 0x3d68
0x1766, 0x17aa
0xdc5, 0x62d6
0x9084, 0x7c63
0x4702, 0xbf3a
0xc97a, 0x2d44
0x625c, 0x1acf
0xd3e6, 0x564f
0x24f7, 0xe4f7
0xca8b, 0xce37
0x1bf5, 0xd5f
0xfc6a, 0x1224
0xd4a5, 0x4ce9
0xe63c, 0xe43e
0xc9a, 0xafe
0x7785, 0x9c8e
0xdcf2, 0x48b1
0x9973, 0x59d4
0x13f3, 0xa8f9
0xf87b, 0xfe2e
0xf22d, 0x1401
0xa93c, 0x332f
0xb8bc, 0x3962
0x249d, 0x4aee
0x818, 0x84d
0x4046, 0xb1b1
0x3c5f, 0xff5e
0xd2db, 0x7ae1
0x34b4, 0x246e
0x4ead, 0xfad0
0x72cf, 0x6de6
0xe307, 0x2305
0xa40c, 0x17c6
0x70d6, 0xf1cf
0xd6b4, 0xd144
0xa9d3, 0xc938
0x7528, 0x457d
0x1a2, 0x2d12
0xc39c, 0x2576
0xb009, 0x5cd1
0x833d, 0x59b6
0x8260, 0x1c2d
0x8f06, 0x5493
0x577d, 0xc7d5
0x118f, 0x11e9
0xa3ca, 0xf052
0x737d, 0xb91d
0x28e0, 0xb236
0xb6a7, 0xbb67
0x388f, 0x3694
0xe08b, 0xaae0
0x85f8, 0xaac1
0x89dd, 0x8a08
0xd39a, 0xcdde
0x7e6d, 0xfa9d
0x58ec, 0x41fc
0xbd9f, 0x96ce
0x696d, 0x8ba
0x7489, 0xe954
0x640a, 0x1892
0x8f77, 0xcf86
0x1231, 0x92e7
0xe2f8, 0xdeb7
0x5784, 0x9009
0xcadf, 0x1a7a
0xf33e, 0x50b0
0x99f0, 0xc012
0xbe63, 0xbb63
0xfb52, 0xa654
0x5086, 0x68a2
0x319c, 0x1160
0x1905, 0x94ef
0x5ca7, 0x2d4c
0xf927, 0x497f
0x6326, 0x9371
0xdcdb, 0xacea
0xcee9, 0xce89
0x7c9c, 0x4cb1
0x3449, 0xdf7
0x6854, 0x9978
0x156a, 0x754c
0xc377, 0xe312
0x5c40, 0x3902
0x2297, 0xe2b5
0xa621, 0x4942
0xde83, 0x564
0x8212, 0x1bd9
0x69f4, 0x39a9
0x13d0, 0xf396
0xc417, 0x1313
0x8dbf, 0xf2c
0x9af8, 0xcacd
0x9d81, 0x76e7
0x4fee, 0x7cf4
0x3737, 0x4986
0x4e25, 0x38f3
0x6429, 0x7b13
0x5ea2, 0x5862
0x3186, 0xc83d
0x2b93, 0xbe89
0x207f, 0x86f3
0xf5e7, 0xa585
0x3a2d, 0x81f6
0xbb95, 0xa1f2
0x24ee, 0xa4ee
0x94c0, 0x87aa
0x2136, 0xe917
0x1835, 0x53cd
0x74c5, 0xa42f
0xe818, 0xd208
0x7285, 0x12e7
0xce57, 0x9e35
0x8a4a, 0x58ba
0xb0fc, 0xb14c
0x53f8, 0xb697
0x4383, 0x7f80
0xb330, 0xe9e
0x25f3, 0x23f3
0x30f9, 0xb395
0x7943, 0xa4b1
0x78f8, 0xcfaa
0x5fbe, 0xfb0e
0x5cd4, 0xb21b
0xa245, 0x9d75
0x6597, 0x465e
0xcb37, 0x2980
0x81ab, 0x1b4
0xee4d, 0xe761
0x3132, 0x71fa
0xced6, 0x853e
0xc4b9, 0x5c80
0xb1d9, 0x43c
0xa9b7, 0x2be7
0x5cf4, 0x6ed7
0x1464, 0x4894
0x91ce, 0x8268
0x3af4, 0x39c4
0xfde6, 0x5c5d
0x2c56, 0xbf5d
0x77dd, 0x381a
0x9fa0, 0x547c
0x7c8a, 0x70ea
0x8d31, 0xbe59
0x6e31, 0x5c1f
0x6bdf, 0x6de2
0x324b, 0x3760
0x540a, 0x5fb3
0x248d, 0xe488
0x8a44, 0x21d0
0x769c, 0x9e85
0xdbf8, 0xaf14
0x45ac, 0xdb28
0x65a3, 0x9ca7
0x7020, 0xe212
0x4fc8, 0x5868
0x81cf, 0xf788
0x309b, 0x1c9e
0x936, 0xb26d
0x67c2, 0x62c4
0xd711, 0xb88c
0x29ec, 0x6b98
0x35a1, 0xa5d6
0xd932, 0x74f6
0x1a36, 0x55e3
0x8a3, 0x6ba0
0xbbbd, 0xdbb8
0x1500, 0x3dc4
0xec70, 0xb002
0x9e9a, 0x5ecc
0x6764, 0x4e4b
0xef77, 0x9544
0x6b27, 0x405
0x322e, 0x74df
0x8fd9, 0xde5
0x89f3, 0xcd76
0x4186, 0x7406
0xd97d, 0xd928
0x99ed, 0x7005
0x2f95, 0xe3e1
0x1cbe, 0x309e
0x345f, 0xf78e
0x80d9, 0x5ac
0x6632, 0x26f
0xe0e3, 0x2255
0x1e67, 0xd60e
0xb7f5, 0xee4f
0x2b36, 0x68f2
0x24f5, 0xbc2b
0x851b, 0x43f1
0xfe2b, 0x7225
0xb223, 0xfaf
0x9645, 0xc6f4
0x87c0, 0x8a94
0x3a7, 0x735d
0x7232, 0x7752
0x19ce, 0x3bf8
0xec4, 0xbb56
0xaefe, 0xc1f2
0xbac3, 0x1b6e
0xf455, 0x6369
0x269d, 0x39ed
0xec0c, 0x7568
0x2ec6, 0x1a2d
0x110c, 0xb026
0xa6a3, 0x8ddc
0xb7da, 0xbcb5
0xaf19, 0xcff1
0x7f46, 0xfeb0
0x4bc9, 0xed8a
0xee6, 0x6da2
0x97a9, 0x3678
0xf8ac, 0xfdb5
0x5829, 0x385e
0xc2a5, 0xe21f
0x80fd, 0x8cfd
0x5ae4, 0x1670
0x9a99, 0xab36
0x8b4a, 0x88e4
0xbd60, 0xd5a3
0xd472, 0xc8c3
0x8c4d, 0x81f0
0xa4f9, 0xec2f
0x7b58, 0x3d44
0xa8c0, 0x7eb7
0x752d, 0xcf6
0x9544, 0xef77
0x5bf3, 0xa127
0xdf38, 0x6d4f
0xb330, 0xe9e
0x3d02, 0x3224
0xfc62, 0xc053
0x27d1, 0xdeb6
0xb27e, 0xd22b
0x4ad7, 0xe8d5
0xf940, 0xff5b
0xd623, 0xb027
0xc2f, 0xde02
0x3157, 0x5d8e
0x2ec0, 0x4684
0x691f, 0xd3b2
0x8424, 0xdd3f
0xa8b6, 0xf83d
0x976b, 0x6794
0xf019, 0xa61b
0x5a37, 0x9a23
0xdb5b, 0x3f90
0x4a48, 0x7a48
0x3d4, 0xbd23
0xbc53, 0xeaff
0x2bf6, 0x2bca
0xeada, 0x292f
0xa1b3, 0x725b
0x1c4d, 0x3c18
0x2d2d, 0x2f78
0xdcef, 0x7c05
0x1e5, 0x487
0x6867, 0x190a
0xc45d, 0x970e
0xee30, 0xe653
0x5beb, 0xc581
0xf8b6, 0xf698
0xca8c, 0xc9ec
0x31f9, 0xb117
0xf70f, 0x221a
0xf6ef, 0xf08b
0x25ea, 0xb32b
0x5634, 0x5652
0x5f23, 0xcf44
0xa97c, 0x38e1
0xd91e, 0x2e4e
0x9fa0, 0x547c
0x65c1, 0xf420
0x9dd1, 0x8b01
0xa9aa, 0xb022
0xcddc, 0x2e4a
0x9365, 0xc3a7
0xb4b5, 0xeeaf
0x10ab, 0x9004
0xff6e, 0x2f92
0x248f, 0xd4fa
0xf384, 0xf5e4
0xb975, 0xdaf9
0xe7b3, 0xa7e8
0x886f, 0x2b7c
0xabd8, 0x90a4
0x5194, 0xf3
0x2dc0, 0xe801
0x7835, 0xe93d
0x1821, 0xd207
0x7dc0, 0xb7a2
0x8539, 0x76ef
0x2e0f, 0xe87a
0x61b2, 0x67f3
0x7521, 0xc3a9
0x7ae4, 0x6a21
0x8ee3, 0xc1d2
0xb7a1, 0x1b04
0xd125, 0x9e37
0x9dff, 0xe542
0x1d7d, 0xa1db
0xdd5b, 0xbd3e
0xf772, 0x7d44
0x8d6b, 0x9368
0x54da, 0x5f93
0x1eeb, 0xf051
0x53af, 0x55
0xadfc, 0x2d49
0x1b6f, 0x380e
0xa7d6, 0xafab
0xa78d, 0x7714
0x6de2, 0x6bdf
0xa9e8, 0x69a1
0x63f0, 0x32b
0x9f4d, 0x6b23
0x39c5, 0xffaf
0xf107, 0xda76
0xbef6, 0x34ee
0xe53, 0xd527
0xbc38, 0xa83d
0xc99d, 0x7355
0xb995, 0x2a5
0xd1a5, 0x594c
0x5b26, 0xebc1
0x5186, 0xab0b
0x3a5f, 0x2f12
0x542e, 0x5c7a
0x380c, 0xbdb1
0x2c1a, 0xb0d9
0xa9d9, 0x4491
0x1534, 0x8aaf
0x5dfa, 0xbbb7
0xecbe, 0xeeff
0x9ec0, 0x4b39
0x3dd6, 0xc2d4
0x60ba, 0xe00
0x170e, 0x5b0d
0xfdfe, 0x9215
0xcc3f, 0x77aa
0x9fb0, 0x5dc7
0x1634, 0xe54e
0x96f1, 0xcb49
0xd05e, 0xfa3f
0xdeeb, 0xdaa8
0xba78, 0xf4fa
0xe60a, 0x741a
0x4e71, 0x7e2c
0xe5b4, 0xe3b2
0x7865, 0xdc49
0x8b6d, 0x866d
0x791, 0xce5
0xb2bd, 0xdc58
0x50a3, 0xc032
0x2f92, 0xff6e
0xcfc8, 0xe71c
0x1aea, 0x83a
0xdb9a, 0xd63a
0xfde9, 0x846f
0xb0d1, 0x5059
0xec4, 0xbb56
0x95b9, 0x9cba
0x93c0, 0x23b5
0x2f10, 0x4f94
0xb712, 0x2bcb
0xa470, 0xa1cb
0x7241, 0x421c
0x2b32, 0x2b54
0xeba5, 0xeb67
0x5ce4, 0x4c1b
0x6529, 0x95d8
0x62f2, 0x67f4
0xea36, 0x423
0x8b43, 0x324
0x407a, 0xb902
0x20a3, 0xa6ca
0xf9bc, 0xe9d9
0x3c86, 0xd8a2
0x455f, 0xf43b
0x8f2a, 0x9871
0x5990, 0xf946
0xc3ce, 0x93cb
0x2736, 0x2fbf
0x9466, 0x5497
0xf830, 0xbef9
0x4689, 0x42d3
0xc2d6, 0xff04
0x3ae, 0x75cc
0x2953, 0x21ea
0x8fa9, 0xaa55
0xf2df, 0x224a
0xd10f, 0xdf79
0x3ab8, 0xa538
0xea65, 0xf9a5
0xaca5, 0x8516
0xccf9, 0xfcea
0xe26d, 0x3348
0xab86, 0x1733
0xfde, 0x1d83
0xb5f5, 0xd097
0x6111, 0xa236
0x9313, 0xae79
0x1891, 0xb892
0x9a91, 0x7a0f
0xd0cb, 0x9cf2
0xf39, 0x64a4
0x6757, 0x757
0xdbb7, 0x532d
0xaf82, 0x6894
0xd75d, 0x4b9a
0xcc67, 0xd76b
0x3cba, 0xe9ad
0xdbe3, 0xd683
0xc71d, 0x82e2
0xd19c, 0xd00c
0x643d, 0xd7ce
0x9f41, 0x9fff
0x657b, 0x652e
0xe75, 0x7815
0x1a1c, 0xbc72
0xa485, 0xf459
0x4a4f, 0xf917
0x4e1c, 0xcec9
0xe708, 0x1745
0xda11, 0x6909
0x796c, 0xc058
0x587a, 0x2ea7
0x3b2, 0x1115
0x6084, 0xe709
0x75f4, 0x2da9
0x671a, 0xd4ea
0x3878, 0x726e
0xa2b4, 0xe2d8
0xcb29, 0x361a
0x80b, 0x68de
0xdbc2, 0xf361
0xae6e, 0x9ed2
0xf470, 0x45e3
0xe96, 0x8cdb
0x357d, 0xdd2d
0xc7ab, 0x7b4
0xc667, 0x96a5
0xffa9, 0xafaf
0x10ac, 0xa5bf
0xe4e6, 0x12bb
0x7205, 0x1ce7
0xe5b, 0xdc8d
0x907, 0x69d5
0xcd7, 0x6c05
0x4544, 0x1828
0xdca2, 0xab61
0x42f6, 0x47c6
0x704a, 0x68c7
0x825b, 0xb6d6
0x69f1, 0xb3fb
0x29b0, 0xc94c
0xae56, 0x4ebd
0xe9e8, 0xe9c5
0x1ab9, 0x3558
0x70d6, 0xf1cf
0x3981, 0x5c2a
0xe490, 0x36ab
0x5648, 0xe6ff
0x5adc, 0xf289
0xfab9, 0x35fc
0x1ee1, 0x3dfa
0x8a69, 0xb97c
0xbc30, 0xd00d
0xf04d, 0xac1d
0x44a2, 0x2b4a
0xdb2e, 0x3eb7
0x4974, 0x3c61
0x1d8a, 0x13ed
0xfa92, 0x4a6e
0xccd4, 0x35d6
0x6a7f, 0x3d09
0x98e1, 0xa4ea
0xf44c, 0xe470
0xadd0, 0xd81
0x2790, 0xf288
0x13c3, 0xb2e3
0x50ca, 0xcc8f
0xe108, 0xc50c
0xfe5e, 0x4bbb
0xee02, 0xe0ed
0xf3b8, 0x421d
0xfa66, 0x1552
0xfedb, 0x6e14
0xb749, 0x4bc2
0x60fd, 0x2087
0xc61c, 0xcb4c
0xbcc1, 0xb11c
0x7d47, 0xa517
0x4ab8, 0xed4f
0x851d, 0x31a
0xf96c, 0x8ec8
0x32e7, 0x36fc
0x8cde, 0x44d
0x8427, 0xf049
0x160f, 0xd574
0xd28, 0x85cd
0x4cce, 0x55d0
0x1c5, 0xe616
0x615b, 0x613e
0xa71b, 0xb70e
0xca68, 0x8e74
0xcc0c, 0x40df
0x436f, 0x2a80
0xacc1, 0xc468
0x1652, 0x251b
0xa202, 0x5273
0xf098, 0xaef1
0x2ad3, 0x76d1
0xf106, 0xc604
0x6fcd, 0xe1fb
0x3d5a, 0x239a
0x98cc, 0x4a56
0xc5bf, 0xc5a8
0x4bea, 0xd8dd
0x694, 0xd059
0x68ec, 0x3d26
0x65ec, 0xfeae
0xe2e8, 0xc1d9
0x8fd0, 0xc79f
0x70f1, 0xf512
0x2791, 0xdbb
0x6f69, 0x35a
0xe607, 0x2108
0x335e, 0x7939
0x6293, 0x67f0
0x2d8e, 0xcdd0
0xfc76, 0xf0f8
0x7824, 0xb316
0x2769, 0x2c69
0xc99, 0xd45c
0xab89, 0xabef
0x9292, 0x67ab
0xd6e6, 0x6c50
0xaee1, 0xdac7
0xce1, 0x706e
0xb848, 0x5818
0xfc5d, 0x2b15
0x30d6, 0x8eb0
